agency_id,rooms_page,pax_page
20796,4,0
47880,10,3
48154,2,0
39399,26,3
25462,23,1
41841,11,1
32161,1,1
55196,1,0
55483,18,10
27708,10,1
9608,6,3
21398,44,5
57381,2,0
57534,1,0
19553,1,0
5639,1,0
32257,12,3
54774,51,11
18338,2,1
64951,64,10
45061,2,0
36892,1,0
32222,7,5
7564,3,2
872,14,7
66539,67,7
23555,4,0
4415,11,10
14567,9,0
41287,3,0
36223,8,0
56359,6,2
63562,7,3
19607,14,2
34992,5,0
41931,7,0
12238,33,23
48169,23,2
55312,3,0
33445,75,3
48059,3,3
60748,54,2
63799,4,0
66126,35,3
5794,2,0
65079,5,2
46477,1,0
2290,3,0
53316,31,5
5719,164,30
59414,1,0
9340,51,8
52523,3,2
67325,11,3
66243,2,0
32472,10,5
58296,1,1
48846,6,1
35137,7,1
29568,4,2
1036,10,9
39301,3,3
59140,3,2
66735,7,3
10088,42,5
36161,12,4
5157,9,0
42426,12,0
61327,22,13
29393,5,4
42124,8,0
11363,2,0
39286,15,0
8232,7,3
48249,14,2
63190,2,1
59965,1,0
16628,4,0
40856,3,1
30607,2,1
58604,42,19
44508,14,3
35493,2,0
1435,9,8
32721,1,0
4165,21,1
13892,4,0
47356,1,0
52185,1,0
36177,4,1
16225,6,1
89,8,5
58959,11,1
724,1,0
12733,67,18
47330,1,0
1733,4,2
62270,1,1
40479,1,0
41827,13,1
67372,1,0
51487,6,3
8938,1,0
1753,2,0
43129,3,0
39865,6,2
21330,5,1
60146,10,3
58835,6,0
58937,1,0
65236,7,3
54735,1,0
53752,1,0
1442,10,3
38116,9,3
48796,19,0
8188,2,1
16620,8,0
44448,10,0
47465,13,2
61579,39,2
59136,47,9
3887,4,0
46204,47,35
13246,1,0
7068,2,2
61073,5,1
27399,8,2
29387,9,0
7347,3,1
47251,4,1
60037,12,2
58407,2,0
24582,3,0
16835,13,1
56266,1,0
47850,1,0
58769,2,0
42479,1,0
39040,1,0
61596,2,0
39635,2,1
17488,40,8
16685,13,1
48698,5,3
45823,22,14
21894,2,0
65052,3,2
63071,3,1
10285,13,2
55086,3,2
15718,26,16
53773,1,0
4718,3,0
11108,7,2
64964,1,1
65115,2,2
35413,6,0
52721,1,0
66971,1,0
56823,2,0
11116,23,19
66188,7,1
24880,4,2
56081,2,0
65625,6,4
34133,31,15
63671,16,6
16300,12,1
9847,21,7
33827,5,3
1101,14,0
53096,34,14
5319,4,4
33068,2,1
13627,32,20
53621,21,2
16925,7,4
26490,3,0
27613,2,0
18189,1,1
32304,4,1
62687,1,0
9116,1,0
26028,18,4
7058,44,15
15136,4,0
6258,15,8
8498,3,0
33334,3,0
21667,2,1
49090,448,4
41451,1,0
34564,1,0
56798,6,6
35214,5,0
6272,6,0
30714,5,0
20927,6,0
830,4,0
31373,4,0
63170,16,9
53867,16,1
33801,19,2
53891,1,0
24486,5,2
67395,3,0
43212,3,1
41356,17,1
60447,9,8
67396,21,14
55270,8,0
19335,15,1
38797,1,0
63475,19,0
32337,14,7
39783,4,1
3900,15,3
66319,8,2
26667,1,1
23994,6,5
32791,11,1
14126,18,2
48162,9,4
56592,7,0
31160,3,1
35246,7,6
17432,3,3
53240,17,0
63699,9,0
61036,3,0
41800,3,1
2612,9,7
3777,12,0
17758,1,0
63184,8,4
64940,43,5
26503,20,6
31528,17,0
37337,15,13
2454,5,0
14663,6,1
53141,1,0
60815,22,12
25215,9,1
20023,1,0
67087,1,1
11008,1,0
62679,4,0
15951,43,5
876,23,15
66862,2,1
10670,14,4
57305,4,0
5417,7,0
65325,7,1
19200,50,6
31217,2,0
67423,19,9
52591,1,0
56935,8,5
12763,9,3
39921,30,4
50281,7,4
42850,11,4
30616,8,0
60813,1,1
45911,1,0
45130,6,2
40417,8,2
29951,6,1
16686,1,0
62031,12,4
42299,36,28
45320,2,0
58011,13,4
62366,1,0
52193,5,1
3531,19,2
67371,1,0
61764,1,0
66345,1,0
19187,6,4
57355,16,7
57950,2,0
64447,4,3
65949,12,5
30036,3,3
25797,6,2
52838,6,3
12697,3,1
3124,6,2
10964,25,2
64821,1,0
55803,16,5
20326,24,6
24405,1,1
57027,22,12
61401,4,1
15400,6,2
22963,3,2
2586,52,12
32999,7,2
1894,13,7
34797,2,2
37821,3,0
6109,4,0
8729,2,2
42534,31,9
52746,1,0
59342,1,0
60086,6,1
23577,7,1
41484,4,1
41043,35,1
47935,3,3
51461,1,0
53325,2,2
44123,8,2
65313,9,2
60591,5,1
1330,6,1
1482,1,1
60023,27,7
26506,25,1
36107,12,1
1448,5,1
64892,5,0
5561,9,2
1055,85,15
1845,20,17
13428,1,0
37245,1,0
61689,1,0
52341,7,0
27594,6,5
28160,12,4
40736,4,0
54700,4,0
51622,1,0
59058,16,3
45756,9,1
15286,12,3
59625,4,0
4457,1,1
42156,6,0
61098,2,0
48231,1,0
35264,34,8
44163,19,13
2411,6,1
51475,1,0
63035,2,2
12739,15,3
2410,1,0
5816,2,2
3881,7,5
40310,3,0
67432,2,1
58478,1,0
64207,7,0
40564,2,2
11333,13,1
67091,8,1
49097,3,0
52223,1,0
3297,4,2
65631,8,2
28640,4,2
52815,6,1
67436,4,0
67434,3,0
66279,1,1
47479,1,0
46367,3,0
24973,3,1
55709,2,2
50122,9,5
55808,1,0
30824,26,1
30638,16,4
12229,6,0
27619,1,0
65823,14,10
14058,2,0
34077,36,16
39335,14,3
39765,14,1
330,2,1
56928,5,1
51405,23,4
62681,4,1
61904,17,4
36624,4,2
51522,3,0
42807,10,3
4069,46,14
1496,2,0
2345,16,1
64596,22,0
57487,9,0
24884,9,0
63327,27,7
847,39,29
19242,3,0
17153,6,0
61804,12,1
41377,33,13
14955,17,8
16774,4,0
56094,12,0
44558,2,1
54630,1,0
44535,6,0
44724,1,0
14366,5,4
26231,11,0
14949,2,1
15484,8,1
1816,1,0
48259,2,2
4406,4,0
30532,2,0
67195,3,1
39762,5,1
42831,8,0
654,13,4
34357,5,1
66158,6,1
52810,1,0
34867,1,0
55113,1,0
57275,1,0
40012,30,13
30752,4,0
52598,21,2
58153,22,1
53549,1,0
49246,10,0
1281,17,14
52197,2,0
26895,8,0
56824,6,0
19377,1,0
7924,1,0
67368,2,0
49182,2,0
13779,3,0
19099,24,6
56123,1,1
26983,19,11
53685,6,3
56077,20,9
67201,1,0
51682,3,0
11903,6,0
7735,3,0
44410,25,3
46054,2,2
58892,14,0
29218,4,0
12146,4,3
3644,4,1
9401,1,0
11900,10,3
14086,8,2
25224,12,6
24589,5,0
47965,5,0
42702,10,2
1875,4,1
61368,17,5
67443,2,1
35312,5,0
52786,22,16
54914,3,1
59998,3,0
34127,10,0
34312,1,0
62948,2,2
17349,9,2
57110,5,0
63211,4,0
40517,9,1
61674,1,0
26291,2,0
67222,38,7
47993,4,0
38315,1,0
836,4,0
4804,2,0
62195,5,1
60547,2,1
44845,25,13
26759,20,0
11851,2,0
39580,3,0
63106,18,12
5062,23,9
67455,1,0
24924,1,0
35024,13,0
22314,6,0
2470,1,0
37625,11,9
29933,13,7
17944,1,0
6866,11,11
42190,1,0
14354,1,1
67462,5,0
16802,5,3
21700,5,1
33038,32,7
67465,58,6
66611,1,0
21234,68,16
44731,1,0
58571,1,0
28792,1,0
25571,2,0
25572,4,1
41147,4,1
41781,1,0
7129,1,1
4519,8,0
61416,1,0
60415,1,0
1820,23,6
54244,5,0
48951,2,0
39939,3,3
65334,2,0
36891,35,5
66774,1,0
46720,19,8
54377,1,0
55491,35,14
65566,2,0
9898,4,4
1618,15,5
55834,9,2
60177,10,2
5660,5,0
27784,13,4
4576,8,3
52457,4,0
25539,23,7
64791,10,9
46755,4,0
7149,5,0
5746,2,0
57851,13,0
53701,4,0
48746,1,0
37908,2,2
56195,2,0
29856,1,0
63805,7,4
47763,9,0
54165,1,0
44864,14,4
58200,1,1
55840,1,1
59137,2,0
60641,27,1
56659,5,2
51627,3,1
52524,2,0
67297,2,0
53580,2,0
63789,1,0
56236,2,0
66236,2,0
46162,4,1
41823,1,0
11143,5,3
65600,5,1
10785,8,6
8635,20,3
48833,4,0
59692,7,1
59707,5,0
35041,14,5
56558,2,1
63826,1,1
16398,1,0
16767,2,0
15328,5,0
66190,2,1
37709,1,0
45307,1,1
32676,4,0
41334,2,2
12525,1,1
11281,3,2
19821,6,6
61445,8,0
15758,1,0
60697,11,4
14454,2,0
3706,11,0
33871,39,2
4166,4,2
16745,17,2
41164,3,0
23802,8,0
30891,3,3
56501,3,0
55594,5,0
7138,1,0
66947,2,0
40043,1,0
65505,7,0
28554,11,7
10941,1,1
62599,5,0
21971,4,0
48307,20,4
28416,32,6
52902,50,20
3686,2,0
60256,1,0
1803,4,0
740,2,1
64409,21,11
45862,11,2
23792,3,0
39628,3,2
39412,8,2
47448,3,0
8946,3,1
23849,9,1
16202,2,1
60771,13,3
48214,1,0
5834,7,2
15526,3,3
3773,1,0
64733,17,0
44783,3,1
67065,37,12
59004,7,2
47857,5,0
39848,3,1
44365,3,2
47890,7,0
59577,1,0
62532,5,1
2979,4,2
5526,6,2
31156,1,0
40227,11,6
42975,3,1
15381,1,0
49851,1,0
52583,3,0
2920,10,1
16991,1,0
42302,1,0
66111,3,0
54139,6,4
3838,2,2
64861,8,0
66373,4,0
62838,4,3
50236,1,1
21730,10,1
3392,6,3
34747,1,0
64970,1,0
36877,1,1
67490,34,10
64584,13,2
2531,10,0
54266,6,3
35430,9,8
39025,1,0
40232,12,4
63915,2,0
34898,4,0
32488,5,0
61775,3,3
53675,10,1
56330,10,1
57410,6,0
58721,59,15
66206,1,0
48896,4,0
59730,2,1
6559,3,1
61751,6,0
59416,1,0
60913,11,7
53931,18,4
59145,16,0
65329,1,0
31597,2,2
12712,13,9
67190,4,1
11902,6,3
11571,12,2
34807,3,0
36362,1,0
56861,1,0
49195,10,1
58667,17,3
54213,2,0
9443,26,6
67449,13,7
32142,36,11
67506,4,0
16687,4,0
9878,7,0
56696,7,0
10123,12,3
64480,9,0
55185,3,2
65808,2,0
20215,3,1
16918,1,0
65842,19,8
58947,5,4
34003,4,0
49370,1,1
48580,1,0
56873,5,1
45944,10,3
57798,7,3
33074,5,3
45927,1,0
57376,2,0
67533,41,0
31205,3,3
67169,2,0
33003,2,0
41542,10,6
24135,8,0
5875,4,2
48171,2,1
67496,6,2
901,10,3
3932,3,2
1272,7,4
37082,4,0
45060,2,0
30615,2,1
60001,1,0
1163,22,16
44026,9,0
2409,1,0
67249,2,0
21240,6,1
45724,2,0
51696,7,1
63321,3,0
41165,5,0
55307,1,0
5405,11,6
60414,3,0
24186,6,0
42793,18,1
41148,1,0
23124,22,2
56636,1,0
63945,5,1
31894,1,0
16734,4,1
52594,6,2
27419,4,2
64839,1,0
23920,5,2
25538,2,2
25024,10,1
844,5,3
49381,7,4
20880,12,1
54117,1,1
50262,1,0
67534,7,1
64391,1,0
33111,1,1
44197,2,0
66578,4,0
67547,4,3
51674,7,1
47989,2,2
65604,1,1
58268,1,0
62029,11,2
65233,6,2
65277,1,0
12543,15,3
64346,1,0
65101,5,3
51657,10,5
15900,2,1
18567,6,3
34331,7,2
12224,5,0
27017,1,1
44933,7,2
53856,41,1
67567,1,1
63436,6,0
54694,2,0
54374,2,0
64231,1,1
45745,1,0
61616,1,0
66327,2,0
13561,5,3
59100,8,0
7474,2,0
13508,2,1
67569,3,0
61222,7,3
66240,1,0
7775,20,0
61665,2,0
61174,4,0
65162,1,1
14055,8,3
935,2,0
67460,4,2
46348,1,0
65761,11,1
41268,1,0
28099,4,0
41784,5,4
61975,5,0
22271,8,3
18672,2,1
65805,6,0
55589,3,1
3607,2,1
67445,9,3
7020,2,1
46330,2,1
12322,1,0
67488,4,3
66298,2,1
57066,1,0
25055,11,8
46761,6,2
12666,5,4
10671,2,2
37132,4,1
52249,2,0
38600,3,1
13607,18,16
21266,46,29
24716,4,4
26985,3,0
25412,5,3
67579,4,1
52155,5,0
13234,1,1
32633,1,0
46189,6,6
47799,2,0
67577,34,8
46487,1,0
592,5,2
27698,2,0
66518,1,0
54261,6,3
54730,1,0
13783,2,2
46808,15,7
17810,2,0
1196,1,0
61282,2,2
67583,2,0
40825,1,1
12865,2,0
41673,5,0
43324,5,1
2339,7,4
46870,1,0
65660,1,0
62959,18,1
65254,1,0
41204,6,3
31667,2,2
64160,1,1
67566,1,0
61092,5,0
5056,7,0
6248,9,0
56598,1,0
67584,3,0
37540,2,0
49157,2,0
60394,1,0
54168,1,1
55835,2,0
60036,1,0
17395,3,0
44666,1,0
64718,3,2
64327,14,2
64377,2,0
65541,8,1
31500,10,1
67602,19,2
63798,9,0
49216,3,0
67591,5,0
55161,1,0
64899,1,0
62242,2,1
65880,4,0
64575,4,0
65860,1,0
29325,41,14
32127,5,2
65310,1,0
64700,1,0
48229,10,2
34681,1,1
1629,9,6
36418,2,0
27403,9,0
47350,1,0
61418,1,0
11319,8,3
54171,14,5
57990,2,1
45762,2,0
539,5,0
5384,6,0
31466,9,5
49284,3,0
20630,12,2
39156,2,1
3068,2,2
41966,8,0
39888,1,1
56125,6,2
52519,2,0
13178,1,0
17175,5,1
23038,8,0
57610,4,1
49029,1,0
64175,8,0
21989,4,4
64866,17,9
48335,3,3
5870,1,0
64714,1,1
58570,2,0
14448,9,0
65344,5,4
31135,2,1
55397,6,2
42625,1,0
61872,21,7
52760,2,1
48273,25,4
64865,23,2
60204,1,0
63933,3,1
48268,10,1
15977,6,1
39992,1,1
43347,21,6
67638,1,1
61667,2,0
49154,1,1
41651,3,1
33418,20,12
66713,2,0
13971,4,0
59594,9,3
64636,3,1
65124,1,0
4569,5,1
4305,21,1
47349,7,1
984,1,0
53428,2,0
25006,11,2
52863,1,0
56,16,5
834,15,0
54784,1,0
25774,6,0
17418,8,2
42614,2,2
3378,4,1
7757,1,0
55079,1,0
59118,11,5
27948,2,0
19895,1,1
65232,1,0
39218,12,0
67634,2,1
12880,9,7
54149,1,0
40426,1,0
64216,4,0
52623,1,0
9979,1,1
4306,7,0
4630,1,0
40090,6,0
15950,2,0
63686,2,0
4126,10,0
62360,27,19
66131,1,1
67636,2,2
67300,3,0
43068,1,1
7360,3,0
57274,2,1
101,6,0
56479,1,1
62444,1,0
65586,5,0
33787,3,0
58107,26,10
62086,1,0
33969,14,1
60767,1,0
36776,3,3
22837,1,0
1460,7,5
64828,4,1
67463,13,1
55588,3,0
12891,7,1
59989,5,1
23104,4,0
53268,1,1
41872,1,0
17598,1,1
39252,4,2
58805,7,1
33627,2,1
60642,3,0
54017,7,2
61081,2,0
40659,1,1
2759,1,0
25886,1,0
60835,2,0
32371,4,0
67625,9,7
63122,5,0
7716,8,0
64784,1,0
12035,3,0
60356,20,5
64508,1,1
39300,13,3
51664,4,0
25901,1,1
15747,1,0
23133,10,5
13610,5,3
24059,7,0
59582,3,0
65605,12,0
67654,19,5
19836,1,0
51388,1,0
3888,9,4
55821,12,6
20715,2,0
33475,1,0
14541,8,0
36216,1,0
53087,3,1
15558,6,2
61902,2,0
52384,3,0
53797,26,24
17815,29,21
66914,1,0
58154,10,0
30973,16,1
29566,4,3
5983,1,1
34428,1,0
9228,32,10
41444,1,1
19016,1,0
39388,1,0
65244,6,0
62269,12,3
21599,12,4
67305,24,10
48873,2,0
60010,3,0
44291,1,0
7285,52,19
62988,1,0
5968,3,0
61055,1,0
44972,1,0
48135,2,0
8467,2,1
47237,10,8
32844,3,0
17390,4,2
39858,3,0
51460,1,0
66352,1,0
7356,8,2
67652,1,1
55106,4,1
5210,1,0
52351,3,0
65947,6,0
56199,1,1
58134,4,1
41113,1,0
67612,14,4
6043,2,1
62969,1,0
46568,1,1
60332,10,2
38616,1,0
60982,3,0
38367,4,3
45326,1,1
47437,1,0
65664,3,3
45702,6,3
43252,1,0
35732,3,0
59949,1,0
54097,1,1
34688,3,0
67611,1,0
7363,2,1
55994,1,0
5457,1,1
46147,1,0
67665,8,2
40808,1,1
19018,7,0
37027,1,0
932,1,0
17090,14,7
16955,11,2
12298,9,1
20859,7,6
60921,1,0
9635,2,0
63978,16,3
50294,1,0
9876,4,0
40970,1,0
28358,7,1
12737,2,0
49325,5,2
60877,1,0
64726,110,0
54200,1,0
67291,1,0
66238,2,0
58071,2,0
67265,4,2
64342,2,0
50309,1,0
30955,3,0
21154,5,0
3331,4,3
14575,3,0
13164,1,1
32048,1,1
67683,8,5
30197,2,1
37635,14,1
17789,5,1
30887,1,0
454,1,1
30922,1,0
40167,1,0
38539,1,0
4062,7,1
26721,2,0
23578,1,0
15470,1,0
29207,2,0
67692,1,0
40104,5,0
31578,2,2
67512,9,1
19628,2,0
55675,5,0
65229,3,0
39379,1,0
31492,3,0
64373,2,0
67699,13,0
58635,18,12
42613,3,0
4335,3,1
35449,1,0
52590,1,0
63654,6,0
45533,6,1
36273,5,1
61330,2,1
65348,3,1
67698,1,0
44565,1,1
48014,1,0
47163,1,0
67704,1,0
36041,1,0
47735,1,0
44332,1,0
8720,1,0
64361,1,0
45658,4,1
66259,3,3
17685,4,2
2018,2,0
41084,1,0
65478,4,0
64167,3,1
55393,1,0
1223,7,3
32781,4,0
65667,2,0
15695,1,0
60858,3,1
22621,1,0
67194,10,3
19572,2,1
42657,6,0
51653,10,8
63846,10,3
16654,2,1
24362,1,1
54004,1,0
39362,1,0
5856,4,0
23637,1,0
56078,10,0
41625,1,0
9258,9,6
20250,7,5
53014,4,3
7294,1,0
3234,1,0
32808,1,0
60647,8,2
51561,1,0
21399,4,4
44667,11,4
15,1,1
45464,3,0
61289,1,0
66168,22,5
47499,5,3
1835,1,0
64067,3,0
67572,18,1
35442,1,0
14591,1,0
6867,1,0
67715,2,0
55075,1,1
12411,4,3
44125,1,0
54942,25,1
61278,2,1
2903,1,0
4422,8,8
4392,4,1
44936,3,1
67722,1,0
67720,1,0
28649,2,1
60650,9,7
44420,3,1
56108,2,2
61221,1,0
54500,1,0
50247,8,6
11978,1,1
59221,1,0
62880,1,1
35827,1,0
54704,8,3
33915,2,2
60386,2,2
61382,4,2
40585,1,0
24588,2,0
9153,3,1
67728,3,1
53843,2,0
6836,4,0
40176,4,3
41218,1,0
67730,2,0
9476,8,5
17412,4,3
15616,2,0
55211,2,1
27408,4,0
47816,1,0
53296,2,0
14924,9,1
47298,1,0
13137,2,1
359,1,0
62993,1,1
27048,1,0
31744,2,1
2663,2,0
52289,1,0
67717,3,0
65378,1,0
57108,6,0
52865,1,0
2490,4,4
35464,2,0
6113,1,0
42095,1,0
10549,4,4
44211,7,0
1396,4,2
56519,4,1
56364,28,4
52342,58,0
38795,1,0
64161,4,1
53756,5,3
66055,6,2
64013,1,0
67726,2,1
62883,1,0
15800,2,0
5571,9,5
44563,1,0
41290,1,0
48019,1,0
67491,4,0
47160,3,1
41048,4,2
42498,1,0
50009,7,0
7074,2,0
59623,3,0
55398,1,0
8054,1,0
59809,1,0
67750,4,0
67707,1,0
66984,1,0
35004,2,0
16822,3,1
29943,14,7
67705,9,0
63885,1,0
32202,3,0
61843,14,4
55205,3,0
26326,3,0
12526,2,2
14873,4,3
67658,2,0
62951,4,0
9158,1,0
18749,13,3
10284,8,0
29346,3,3
63384,7,0
45703,1,1
41453,4,0
28396,1,0
42943,1,1
43674,4,0
15925,1,0
66494,1,1
11060,1,0
67132,2,0
33522,4,0
2389,4,1
9252,1,0
65965,13,4
35158,6,0
25453,3,0
42132,1,0
38274,1,0
44847,4,1
57783,2,0
67740,15,3
22007,16,1
67776,1,1
60449,3,2
58623,1,0
48022,1,1
47162,3,2
51479,2,0
24693,4,4
53987,2,0
874,4,3
7178,4,0
45355,6,2
29661,1,0
44593,11,0
12973,10,4
30791,8,0
35649,1,1
67737,5,0
40202,4,0
39257,3,1
64957,10,4
16739,1,1
67499,6,0
36907,2,0
1051,1,1
32904,2,0
29923,13,0
66083,6,0
30795,1,0
613,1,0
1778,3,0
6219,1,0
19388,3,2
1614,2,0
21644,16,2
42238,2,1
1006,16,6
19367,7,0
27983,1,0
39526,7,2
46419,1,0
38049,3,1
22912,5,1
57377,3,2
45211,10,3
46357,2,0
56644,4,0
53447,2,1
55528,3,2
52054,6,2
64065,2,0
52467,1,0
67747,1,1
26632,2,0
61487,5,0
67571,1,1
67781,1,0
21784,2,0
33610,4,0
64386,2,0
1049,3,0
158,1,0
4750,1,1
44404,1,1
58157,1,1
24131,1,1
35107,1,0
59119,3,2
57221,4,0
64542,4,1
67784,18,3
60649,1,0
40626,3,0
64664,15,2
64398,1,0
58948,1,0
29488,1,0
23492,2,0
22238,6,1
38117,4,1
67207,4,1
42679,4,0
59251,1,0
21265,3,1
22323,1,0
24363,5,1
66452,1,1
58280,4,0
45734,10,8
63878,6,0
45632,1,0
17697,1,1
54071,1,0
21740,7,2
56357,6,3
56035,1,0
66891,1,0
39489,3,0
39598,1,0
64923,1,0
15761,1,1
56992,1,1
45492,1,0
59023,3,0
42425,4,3
36111,5,3
45671,5,1
27449,1,0
48,1,0
17446,2,0
66498,2,1
32877,2,0
22206,1,0
64734,1,0
15290,2,1
64077,2,0
7748,1,0
67791,4,1
51738,9,0
43969,2,0
43164,4,1
35571,2,0
53295,1,1
66896,2,2
38435,3,2
41589,7,2
47139,1,1
16736,2,1
32367,1,0
17312,1,0
67637,1,0
64785,2,1
61357,1,1
53929,1,0
45190,24,2
45982,1,0
31828,1,0
58916,1,0
66981,1,0
67831,4,0
44578,1,1
42598,2,0
62407,1,0
29942,1,0
61510,1,1
36272,2,2
34914,2,0
53297,1,1
6637,1,0
28362,4,0
38615,1,0
7235,1,0
64739,11,0
36398,2,0
6846,3,0
43846,5,0
6630,3,2
53430,1,1
16015,1,0
47357,1,0
28497,2,1
8235,1,0
35412,2,0
31409,3,1
33831,1,0
11987,2,1
30742,8,0
4022,1,0
52820,1,0
25676,2,1
17914,10,2
64630,2,0
10121,1,1
8737,3,1
25363,3,0
17228,1,0
42981,2,1
51375,1,0
61283,2,2
28017,1,1
9110,1,1
29462,1,0
1918,2,0
13465,1,1
67440,1,0
5609,1,0
44965,1,1
33728,1,1
64582,1,1
12109,1,0
34028,1,0
62469,2,0
12026,3,0
64200,2,0
29467,4,0
35981,4,0
12443,1,0
37333,1,0
15542,4,0
8546,2,0
39791,4,0
47386,1,0
51377,4,0
11351,1,0
3555,3,1
67362,1,0
45777,1,0
15068,2,0
65109,5,2
52121,2,2
42971,2,1
60290,4,0
23586,4,2
55828,2,1
60590,2,0
67774,2,1
12874,2,1
40562,3,1
52691,1,0
41889,1,0
26926,2,0
29823,3,1
49973,2,0
61919,1,0
56153,3,0
41050,1,0
67841,2,0
63020,2,0
60496,2,1
26594,1,0
26218,11,3
23977,1,0
67860,4,3
67865,1,1
9760,2,0
46300,3,0
67864,3,0
501,1,1
849,1,0
61562,1,0
5418,1,1
33555,2,0
55780,4,1
45656,1,1
67867,1,0
2426,8,2
62695,2,0
67303,1,0
67861,2,0
23327,5,0
27623,4,0
43785,1,0
43740,6,0
47001,3,0
51537,1,0
35925,1,0
34143,2,0
47459,1,0
48536,1,0
51530,1,1
65681,1,0
6543,2,0
67879,2,0
42304,1,0
61494,1,0
223,1,0
58843,1,1
67881,2,2
54373,2,0
65306,1,0
65043,2,0
43063,1,0
67886,1,1
64906,3,0
57547,7,3
2464,8,2
48382,2,0
60633,2,0
18551,3,0
62549,1,0
57371,5,3
9417,1,0
64681,1,1
53883,1,0
61326,1,1
65001,2,0
56092,1,0
43778,1,0
58389,2,1
59230,1,0
57501,1,0
63243,1,0
47990,1,0
36367,2,0
64885,2,0
40708,2,0
67775,2,0
67874,1,1
59847,1,0
61677,1,0
57144,4,3
35931,2,0
66204,4,0
51515,3,1
47378,3,0
49083,1,1
10345,3,0
22437,1,1
16428,2,0
64572,24,0
20571,1,0
47167,2,0
61141,1,1
31965,1,0
43720,2,1
67901,1,0
59714,1,0
65291,2,0
32204,1,1
15701,1,0
57136,1,1
65078,2,0
2344,1,1
65515,1,0
27418,3,0
39418,1,0
58670,2,0
61353,1,1
27459,2,0
62197,1,0
6513,1,0
24137,1,0
53457,1,0
61875,1,0
61196,1,0
15096,1,1
737,3,0
64644,1,0
45769,1,0
49266,1,1
39658,1,0
45786,1,0
67794,1,0
4744,7,1
67875,3,0
736,2,0
